STEP;C11;NP;OCB;OCC;OCE;OCN;ONC;ZOR;TOTAL
176;1096.9586181640625;0.0;1868.1328125;14887.443359375;2141.309814453125;4500.7841796875;24255.154296875;18372.83203125;67122.359375
177;982.063720703125;0.0;1723.9722900390625;15193.7265625;2383.493408203125;4263.76953125;24755.32421875;18558.501953125;67860.4609375
178;833.2740478515625;0.0;1867.966064453125;14845.6123046875;2381.965087890625;4401.841796875;24183.763671875;18336.123046875;66850.1953125
179;1150.8494873046875;0.2353329360485077;1789.8033447265625;15291.9453125;2193.459228515625;4769.00341796875;24496.28125;18217.521484375;67908.734375
180;999.2098388671875;0.0;1938.23828125;14814.7041015625;2125.96826171875;4574.9912109375;24201.111328125;17957.533203125;66611.1796875
181;933.7991943359375;0.0;2081.85205078125;15366.833984375;2309.588623046875;4267.97412109375;24112.55859375;18040.578125;67112.84375
182;1070.9661865234375;0.0;1937.36669921875;14962.2958984375;2261.65234375;4210.83056640625;23933.7578125;18265.373046875;66641.7578125
183;1184.651123046875;0.0;1829.158447265625;15284.447265625;2290.834228515625;4207.01904296875;24719.845703125;17760.576171875;67276.2578125
184;879.1397705078125;0.0;1746.25927734375;14995.806640625;2231.462158203125;4344.666015625;24536.724609375;18038.943359375;66772.5625
185;1023.3539428710938;0.0;1906.0784912109375;15648.5107421875;2356.222412109375;4346.26904296875;24086.427734375;17621.248046875;66987.7421875
186;1119.11083984375;0.0;2072.3349609375;15138.18359375;2400.1318359375;4258.3212890625;24247.73828125;18113.26953125;67348.828125
187;1201.616943359375;0.0;1805.853759765625;15503.8896484375;2152.393798828125;4449.48828125;23918.123046875;18242.837890625;67273.8828125
188;1135.231201171875;0.0;1873.880615234375;15155.7373046875;2330.610595703125;4647.10986328125;24606.671875;18027.578125;67776.328125
189;1123.967529296875;0.0;1942.739990234375;14946.6357421875;2372.195556640625;4398.380859375;23668.14453125;18446.17578125;66897.84375
190;976.1226196289063;0.0;2012.166015625;14838.0341796875;2280.295654296875;4476.271484375;24440.27734375;18176.5625;67199.296875
191;944.3182373046875;0.0;1914.9561767578125;15066.5234375;2346.557861328125;4429.71337890625;24081.1953125;18101.140625;66884.015625
192;976.042236328125;0.0;1996.147705078125;14669.896484375;2085.7138671875;4279.02880859375;24396.12890625;18368.990234375;66771.390625
193;977.6490478515625;0.0;1805.8077392578125;15347.7314453125;2238.887939453125;4347.345703125;24382.30078125;18067.521484375;67166.859375
194;917.3810424804688;0.0;1809.223388671875;15446.669921875;2293.90234375;4620.68017578125;24124.3984375;17831.33984375;67043.09375
195;998.9304809570313;0.0;1862.2137451171875;14919.505859375;2083.65234375;4750.8798828125;23912.234375;18676.294921875;67203.328125
196;994.82861328125;0.0;1932.1143798828125;14808.6689453125;2323.755126953125;4329.07080078125;23913.052734375;17967.333984375;66268.5546875
197;843.2349243164063;0.0;2047.4195556640625;15119.4326171875;2256.267578125;4529.650390625;24337.6796875;17802.810546875;66936.140625
198;935.2863159179688;0.0;1861.888427734375;14894.6396484375;2132.770263671875;4395.9853515625;24374.94140625;18118.0703125;66713.2421875
199;974.7095336914063;0.0;1943.482421875;14855.890625;2308.716064453125;4384.96875;24732.61328125;18407.64453125;67607.7421875
